0,4,Photography,Vehicles,Cosmetics,11.684154591657158,10.3292796680971
761,4,Restaurants,Coffeehouses,Arts and music,12.174783472786256,28.975667728410524
762,5,Restaurants,Sports,Television programme,12.431264336522744,27.86691926725002
763,5,Films,Restaurants,Coffeehouses,13.817717741136747,8.60087865952033
764,5,Reading,Restaurants,Coffeehouses,13.468128289240125,16.08998262932148
765,5,Television programme,Food,Restaurants,16.962980522285683,3.1874598680705564
766,4,Sales,Television programme,TV chat shows,1.6909590978813087,12.324261706534356
767,4,Television programme,Restaurants,Shopping,7.356334640968376,6.421194935302624
768,5,Arts and music,Acting,Sports,15.786252019558692,7.365235230048557
769,4,Beauty,Cosmetics,Mobile phones,14.237155151758344,11.96795351751349
770,4,Television programme,TV chat shows,Restaurants,11.422486649492226,28.154944186590278
771,4,Television programme,Travel,Computers,2.8941283914803133,41.757788161206314
772,6,Television programme,Drinks,Coffee,16.313036548191178,9.039499492125701
773,4,Reading,Vehicles,4x4s,10.200688852969689,7.766844291069443
774,6,Television programme,Restaurants,Coffeehouses,12.456497340005841,34.566865041681616
775,4,Films,Reading,Pets,18.531986346054403,28.091808692295817
776,5,Films,Restaurants,Consumer electronics,8.552051416068428,19.00856542295099
777,3,Games,Television programme,TV chat shows,16.06000678790607,14.963958244574581
778,5,Personal finance,Television programme,Restaurants,5.7661662512615255,13.380197549566644
779,5,Television programme,Restaurants,Software,8.790907310099497,13.320535431701334
780,4,Reading,Restaurants,Coffeehouses,7.381143713120812,13.08522447005597
781,4,Live events,Television programme,TV chat shows,11.713033427834057,21.838147911521183
782,3,Television programme,Alcoholic drink,Restaurants,2.6892260788010383,21.45124120255698
783,4,Television programme,Restaurants,Vehicles,10.59919732063835,33.670974089395784
784,5,Films,Television programme,Restaurants,14.37512522110024,35.82395601489851
785,4,Television programme,Arts and music,Acting,8.331254493118184,13.002669864136742
786,5,Television programme,TV chat shows,TV comedies,2.04056492592814,0.8155027669382697
787,5,Television programme,TV chat shows,TV comedies,16.28027779620298,33.74453787050739
788,4,Music,Travel,Consumer electronics,8.392395968246154,16.79135980946661
789,4,Music,Restaurants,Coffeehouses,7.587558670380449,34.864874934663035
790,4,Television programme,TV chat shows,TV comedies,8.953394340511842,9.023702874874079
791,4,Television programme,TV chat shows,TV comedies,9.057036045474199,26.187204815240882
792,4,Television programme,TV chat shows,TV comedies,6.502980959673147,13.622521453795141
793,4,Television programme,TV chat shows,TV comedies,21.353237457648817,22.189192792899114
794,4,Television programme,Travel,Consumer electronics,13.835870680083001,9.732923182240317
795,4,Television programme,TV chat shows,Restaurants,18.002277070025517,27.36134580643312
796,5,Television programme,Restaurants,Coffeehouses,19.48333050393517,11.35963006928213
797,5,Sales,Restaurants,Arts and music,9.416134655915034,19.915414031349165
798,4,Games,Music,Vehicles,14.486268950382275,14.998185207832558
799,4,Friendship,Restaurants,Coffeehouses,18.006831874553406,8.039521339157897
800,3,Television programme,TV chat shows,TV comedies,8.843359866954096,56.68803981502643
801,4,Television programme,TV chat shows,TV comedies,5.83704599855853,23.37065196195058
802,4,Television programme,TV chat shows,Restaurants,0.2628918057777554,6.670657190905282
803,5,Television programme,TV chat shows,Restaurants,7.593587875590558,10.813328296881787
804,4,Television programme,TV chat shows,Arts and music,16.78226626842681,11.168559837753119
805,4,Restaurants,Coffeehouses,Diners,4.017061682838187,19.326656303571227
806,5,Television programme,Restaurants,Beauty,16.814275539542898,28.09243036539192
807,5,Television programme,TV chat shows,TV comedies,13.230722580856373,20.433924791835423
808,5,Television programme,TV chat shows,TV comedies,4.158362518742501,19.922826020479825
809,4,Live events,Television programme,TV chat shows,7.667267738719456,18.725114565693687
810,3,Television programme,Food,Restaurants,10.34988697521116,32.81541926903719
811,4,Games,Television programme,TV chat shows,20.11687287213011,12.974773910029144
812,4,Music,Restaurants,Coffeehouses,11.909331249621797,15.844345671979271
813,3,Restaurants,Coffeehouses,Diners,6.527231953216429,19.71005529755503
814,5,Television programme,Restaurants,Vehicles,19.851687834081176,3.0128370777251288
815,5,Television programme,Restaurants,Coffeehouses,12.90889200882253,7.332831857506099
816,5,Television programme,Restaurants,Vehicles,12.996492634623836,30.779079229364633
817,5,Television programme,Restaurants,Sports,7.489184327869106,34.07744408095976
818,5,Games,Television programme,Politics and social issues,15.623762594056213,2.4873735203521576
819,5,Restaurants,Arts and music,Acting,10.768763246973036,31.922752296151174
820,4,Restaurants,Consumer electronics,Television programme,12.646173973366357,4.794908788672769
821,3,Music,Restaurants,Coffeehouses,5.816943165074799,27.340361687523533
822,4,Music,Beauty,Consumer electronics,21.650368682800966,17.1426631363728
823,4,Television programme,Friendship,Marriage,16.816723776725457,14.216174860843196
824,5,Television programme,Restaurants,Vehicles,15.932820268086948,11.202258888109851
825,5,Music,Blues music,Restaurants,3.2013929929359097,40.38389911506333
826,4,Films,Television programme,TV chat shows,22.883972639437182,8.72905882620391
827,5,Television programme,TV chat shows,TV comedies,19.62391852870187,10.69975864144699
828,3,Restaurants,Coffeehouses,Consumer electronics,11.412503005823808,22.830400467846165
829,4,Music,Television programme,Home and garden,5.930753911397321,9.27107760181429
830,4,Reading,Television programme,Restaurants,19.9649408447208,21.482946561659084
831,4,Television programme,TV chat shows,TV comedies,29.668874847889604,18.103325688439718
832,6,Restaurants,Arts and music,Acting,4.969642384011474,10.694063862644672
833,5,Television programme,TV chat shows,TV comedies,16.570841106780676,14.032647256485069
834,5,Restaurants,Coffeehouses,Diners,8.015052712407893,18.09795983599989
835,4,Reading,Television programme,TV chat shows,9.969364763772083,20.180401329494096
836,3,Music,Television programme,Restaurants,9.84395668631716,14.150100786726895
837,4,Games,Television programme,TV chat shows,4.578560610875503,20.611414872813253
838,4,Television programme,Restaurants,Pets,2.226532764679785,7.197573025937936
839,4,Television programme,Restaurants,Vehicles,9.531666423675205,39.86997204496058
840,5,Films,Television programme,TV chat shows,15.274944595898704,22.13175083548185
841,5,Games,Restaurants,Travel,14.722795411125052,20.14464679763233
842,3,Music videos,Television programme,Restaurants,2.2235990407483976,10.882593795958325
843,4,Music,Television programme,TV chat shows,2.2580947939105176,10.408142168924773
844,4,Music,Television programme,Restaurants,8.97577172829277,8.920445428943793
845,4,Restaurants,Sports,Music,21.40875622146389,6.973570108551156
846,4,Television programme,Restaurants,Vehicles,12.97534806308149,22.28600074741399
847,5,Films,Vehicles,4x4s,17.58091262560493,24.044923145199455
848,5,Television programme,Travel,Shopping,7.74790194519478,24.958545081554007
849,4,Music,Restaurants,Coffeehouses,6.907506069700601,29.699847396415457
850,5,Television programme,Family,Fatherhood,15.693666925299041,22.52669196387114
851,5,Films,Television programme,TV chat shows,0.8992107834274048,19.327221647142157
852,4,Reading,Television programme,Restaurants,9.876959745990328,4.742947626496688
853,4,Television programme,TV chat shows,TV comedies,2.2325575689412105,21.364145928049208
854,4,Television programme,Restaurants,Consumer electronics,2.568123547832192,7.591708332813098
855,3,Reading,Sports,Football,17.61944496439848,23.69663757034641
856,5,Business,Films,Television programme,12.534153891567396,10.543717051795106
857,3,Rock music,Television programme,Restaurants,10.636985446447522,14.345155519183692
858,3,Films,Television programme,Restaurants,5.127855578600355,27.286438092583467
859,4,Video games,Television programme,TV chat shows,18.506205906391465,14.17303363576746
860,4,Television programme,Restaurants,Sports,5.12943207501834,7.8938799189767686
861,5,Television programme,Restaurants,Vehicles,5.5541412504295575,7.653428997957488
862,4,Television programme,Restaurants,Vehicles,5.39508772979854,12.16185047711871
863,5,Friendship,Restaurants,Coffeehouses,19.351272313070762,4.477673377566116
864,5,Television programme,TV chat shows,Friendship,19.357780946937808,13.20947330710553
865,4,Television programme,TV chat shows,TV comedies,11.348038660486912,23.145956247493785
866,4,Television programme,Restaurants,Consumer electronics,3.76117259598633,12.691977668695381
867,4,Restaurants,Coffeehouses,Diners,5.233482635394892,18.974373070726408
868,5,Television programme,TV chat shows,TV comedies,18.68171754713288,18.74439923504015
869,5,Television programme,TV chat shows,Restaurants,10.36731014598194,16.295415791878995
870,4,Television programme,Restaurants,Sports,4.16713977239328,7.178150587481476
871,3,Television programme,TV chat shows,Restaurants,3.974360146872222,30.025558203907757
872,4,Restaurants,Coffeehouses,Pets,21.05189787062277,27.243269778617055
873,5,Television programme,Restaurants,Mobile phones,14.967857676443373,7.809720635503796
874,5,Television programme,TV chat shows,Restaurants,15.332634459257665,0.06980002081390779
875,4,Television programme,Alcoholic drink,Arts and music,3.185452727099247,29.07067567553294
876,4,Television programme,TV chat shows,TV comedies,15.51621856638964,7.528941049903008
877,4,Business,Television programme,TV chat shows,24.936464520384796,6.910464257568393
878,4,Games,Action games,Television programme,1.908950237970128,5.574158744094714
879,4,Television programme,TV chat shows,TV comedies,10.589872109619346,8.477667978720135
880,4,Television programme,Pets,Birds,8.888091847209303,18.966038634847823
881,5,Films,Television programme,Restaurants,12.169623240112037,24.271022040550736
882,5,Television programme,Restaurants,Online shopping,8.171580920498995,29.303227969307137
883,3,Food,Restaurants,Coffeehouses,6.36277862802783,30.478680997090784
884,5,Restaurants,Arts and music,Consumer electronics,7.416256632557974,3.98941814363201
885,4,Television programme,TV chat shows,TV comedies,14.210723924301089,1.5764821007362517
886,4,Films,Reading,Arts and music,2.7664698173076827,8.855216937748828
887,4,Television programme,TV chat shows,Restaurants,14.82738736285176,5.443270847001779
888,4,Television programme,Restaurants,Vehicles,2.2001617663731485,35.720516409798385
889,4,Restaurants,Coffeehouses,Diners,2.59582734937122,29.94421198310826
890,5,Personal finance,Reading,Television programme,0.8216285800359504,23.062196299929123
891,5,Restaurants,Sports,Televisions,16.230400776730278,6.960531257762374
892,5,Vehicles,4x4s,Automobiles,19.732786577671238,20.919324929933627
893,5,Television programme,TV chat shows,Restaurants,5.047037728450505,9.605330634929443
894,5,Television programme,TV chat shows,TV comedies,6.048292653076155,16.06501735882335
895,4,Reading,Television programme,TV chat shows,1.6192418829751354,11.877852720566953
896,4,Live events,Restaurants,Computers,18.010841670236946,5.907820496267929
897,5,Television programme,Drinks,Coffee,1.369628446211511,12.171603040946966
898,4,Television programme,TV chat shows,Restaurants,15.523192217809768,11.112587883975902
899,4,Television programme,Restaurants,Vehicles,18.514408776099096,6.168614148174383
900,4,Television programme,TV chat shows,TV comedies,18.200397541922424,11.915023095198421
901,3,Television programme,Restaurants,Beauty,9.87333627478646,30.413695951164136
902,4,Drinks,Travel,Beauty,19.796315386822616,6.3422473315464885
903,3,Sales,Restaurants,Coffeehouses,4.3386321489347885,2.9062204665897244
904,5,Business,Reading,Pets,15.327372299715433,24.75013761942696
905,4,Television programme,Restaurants,Sports,16.894168525337,20.805628565046607
906,5,Films,Restaurants,Coffeehouses,14.01753630005892,16.24814011070511
907,4,Television programme,Home and garden,DIY,11.21300602637025,33.31932007613815
908,5,Television programme,Restaurants,Travel,13.87362333538628,11.24039194446283
909,5,Restaurants,Coffeehouses,Diners,9.976765354473041,17.044823188314044
910,5,Live events,Television programme,TV chat shows,11.422443568249133,18.05080230973691
911,6,Television programme,Restaurants,Travel,10.574754056715339,8.790785751604599
912,5,Films,Television programme,Restaurants,8.97293243165753,35.47314977004931
913,3,Business,Television programme,TV chat shows,8.359320781871425,18.275944412240555
914,4,Restaurants,Coffeehouses,Diners,5.7589529210199615,10.486648191333497
915,4,Television programme,Restaurants,Sports,15.296870953309705,0.9948133293512473
916,5,Television programme,Restaurants,Sports,8.995416534910895,20.602463349236686
917,5,Rock music,Family,Fatherhood,11.021828895325601,28.479698599955857
918,5,Pop music,Drinks,Vehicles,4.904176009541293,12.210397095893075
919,4,Shopping,Sports,Mobile phones,9.828482001712938,22.422423763548537
920,4,Television programme,Restaurants,Shopping,12.137830670224425,21.77631349834476
921,3,Television programme,Drinks,Restaurants,14.386096135237203,11.86788614432405
922,3,Television programme,TV chat shows,Arts and music,11.06140618516826,27.879016623355344
923,4,Drinks,Vehicles,Cosmetics,14.291115186813203,14.71303467503643
924,5,Sales,Television programme,TV chat shows,13.226457891907625,20.850443003962333
925,5,Television programme,Restaurants,Arts and music,0.4666746001538371,27.291300951421537
926,4,Television programme,Restaurants,Vehicles,16.892082125100984,27.083464627513443
927,3,Television programme,Restaurants,Vehicles,18.528179355698683,9.427682748744271
928,4,Television programme,TV chat shows,TV comedies,11.448165764420661,5.533135257656699
929,4,Television programme,Restaurants,Coffeehouses,22.09135238102688,13.884531537087268
930,4,Rock music,Vehicles,4x4s,7.452890453266077,32.86974499344609
931,4,Films,Restaurants,Coffeehouses,8.133878068541943,17.722712944835383
932,5,Music,Blues music,Drinks,4.648354240963821,8.177263469151146
933,4,Sales,Vehicles,4x4s,20.126679360775135,9.707288647519551
934,5,Music,Photography,Sculpture,11.684836620232398,25.35317201584646
935,4,Films,Television programme,TV chat shows,6.891258390054579,0.6631145042659856
936,3,Films,Live events,Cosmetics,5.12044148006723,18.063848418827547
937,3,Restaurants,Coffeehouses,Diners,9.49083625133408,33.39757745496232
938,4,Films,Clothing,Sports,12.928136004629005,21.840409078137036
939,5,Music,Television programme,TV chat shows,5.725909776219824,24.07731003363925
940,3,Music,Politics and social issues,Vehicles,4.38044974815024,4.926619993031384
941,4,Television programme,Restaurants,Shopping,5.7568800591574245,4.340529280737222
942,5,Television programme,TV chat shows,TV comedies,7.004086152262245,15.605183423437445
943,5,Television programme,TV chat shows,TV comedies,3.77952630846696,4.603367867507568
944,3,Sales,Television programme,TV chat shows,7.458725725420088,17.84158953370782
945,4,Television programme,TV chat shows,TV comedies,6.225620277056524,24.964471353276497
946,4,Restaurants,Coffeehouses,Diners,7.7511906521636975,2.5482332995655987
947,4,Restaurants,Travel,Adventure travel,12.954935417461716,1.5040273780635758
948,4,Reading,Television programme,Restaurants,12.044665974154181,2.9066083969457104
949,3,Restaurants,Sports,Television programme,15.089213146333293,6.293461073367128
950,4,Personal finance,Politics and social issues,Vehicles,14.633287718701546,28.19638359858049
951,5,Restaurants,Coffeehouses,Consumer electronics,6.127909951023334,18.073496115399216
952,4,Restaurants,Coffeehouses,Diners,8.670025160322831,0.1637537886977345
953,4,Television programme,TV chat shows,TV comedies,9.375232140974287,13.795433921463506
954,4,Television programme,Restaurants,Sports,20.73535796825376,4.36119558868058
955,5,Video games,Food,Vehicles,31.84948568537567,13.759305321238255
956,4,Films,Restaurants,Consumer electronics,16.734871816805125,11.963185255293737
957,4,Music,Vehicles,4x4s,7.271334586980691,34.00440553169669
958,5,Games,Vehicles,4x4s,13.26275527312622,19.612431033815522
959,4,Television programme,Restaurants,Coffeehouses,1.5114273395767501,0.27005443219213454
960,4,Restaurants,Travel,Adventure travel,9.74880741837718,0.6532992885922688
961,4,Television programme,TV chat shows,TV comedies,10.543904327505274,24.4313781453519
962,1,Television programme,Restaurants,Clothing,18.415457051104077,4.775676564038287
963,4,Business,Reading,Vehicles,17.863522740857334,18.753925508756915
964,4,Television programme,Restaurants,Vehicles,18.229308197524766,22.597483725577348
965,4,Live events,Pets,Vehicles,13.061661103344967,2.6180400069126932
966,5,Television programme,Restaurants,Travel,10.610941677852745,34.105937795954006
967,3,Television programme,TV chat shows,TV comedies,8.655238013138584,18.06700233380726
968,4,Television programme,TV chat shows,TV comedies,11.119729721490913,19.92487615460777
969,4,Television programme,Restaurants,Cosmetics,9.92531930464394,19.712351292660763
970,4,Television programme,TV chat shows,TV comedies,8.091338716943664,34.282559072930034
971,5,Music,Shopping,Mobile phones,12.80687726596817,22.051825664992688
972,4,Television programme,Restaurants,Coffeehouses,6.344529408244937,31.25393674490119
973,6,Television programme,TV chat shows,Restaurants,12.152910501628718,15.325242377983459
974,4,Business,Travel,Shopping,17.972399661979438,3.2814271651887204
975,5,Television programme,TV chat shows,TV comedies,5.133672077641613,15.287666904240956
976,4,Games,Restaurants,Coffeehouses,16.875760664569928,19.269036394729824
977,4,Television programme,Arts and music,Acting,3.511250481566007,21.149875005230534
978,3,Restaurants,Coffeehouses,Diners,14.399113540149532,36.27015853908976
979,2,Music,Restaurants,Coffeehouses,1.9372904140208487,9.514340900153044
980,5,Music,Television programme,Photography,9.070346069484208,23.230823692813118
981,5,Television programme,Travel,Vehicles,10.792033385104139,3.7600699443741856
982,4,Restaurants,Coffeehouses,Diners,7.26608479846074,20.134682443134857
983,4,Television programme,Restaurants,Travel,5.339750383438004,13.77073868417983
984,4,Television programme,Restaurants,Vehicles,9.953364597559291,28.973974626490104
985,3,Restaurants,Coffeehouses,Diners,18.11126752222799,22.754726556017044
986,6,Television programme,TV chat shows,TV comedies,10.867859627650079,3.299885336121781
987,4,Games,Television programme,TV chat shows,12.709446337068243,14.485928407073784
988,5,Television programme,TV chat shows,Restaurants,14.055518960750176,16.824868516131364
989,3,Restaurants,Travel,Adventure travel,6.534179925408336,23.029936751651583
990,5,Restaurants,Coffeehouses,Consumer electronics,14.182172561760044,17.596037599668062
991,5,Television programme,TV chat shows,TV comedies,13.94300205884849,11.069844332086003
992,3,Sales,Television programme,TV chat shows,9.138207386147156,10.452488009313681
993,5,Restaurants,Coffeehouses,Diners,14.376614015007092,17.829383654486115
994,3,Television programme,Restaurants,Beauty,6.556909701491008,26.280515116270323
995,5,Television programme,Home and garden,DIY,3.357255622819652,0.9303755222567194
996,4,Television programme,TV chat shows,TV comedies,19.782528539653725,41.803231394801486
997,5,Music,Vehicles,4x4s,7.270770958034774,20.32433488655137
998,4,Television programme,TV chat shows,TV comedies,6.2236672603622,5.320687989332239
999,4,Television programme,TV chat shows,TV comedies,3.711583013461385,19.81062129276799
1000,5,Television programme,TV chat shows,TV comedies,17.035131538578533,7.359608929582998
1001,4,Alcoholic drink,Restaurants,Arts and music,10.435410869318469,6.4972342041813995
1002,4,Television programme,TV chat shows,TV comedies,14.538098482386797,1.5773200249107493
1003,3,Video games,Restaurants,Coffeehouses,19.224167784401672,21.762260671442647
1004,4,Games,Vehicles,4x4s,14.52703145352609,24.503656945057102
1005,5,Sales,Restaurants,Coffeehouses,24.928620714728012,18.138042093918493
1006,4,Television programme,TV chat shows,Pets,8.01456510252441,16.60984976690294
1007,4,Television programme,Restaurants,Sports,22.191409643476995,7.2706965054113395
1008,5,Restaurants,Arts and music,Acting,3.6040657847766617,22.0728172150568
1009,5,Personal finance,Television programme,TV chat shows,7.766049646424934,1.1389211148334262
1010,5,Restaurants,Coffeehouses,Diners,4.404141921179798,19.61584152173023
1011,4,Restaurants,Coffeehouses,Diners,3.910938135622609,34.50409882533806
1012,6,Television programme,TV chat shows,TV comedies,7.382949788916239,25.034279994219467
1013,3,Restaurants,Coffeehouses,Arts and music,16.352369807279466,14.621172430175704
1014,5,Music,Television programme,TV chat shows,7.590473342130148,16.831895115517156
1015,4,Reading,Television programme,TV chat shows,8.260986286161401,23.65521823658605
1016,4,Television programme,TV chat shows,TV comedies,7.1558681855042465,11.518302664574428
1017,4,Music,Television programme,TV chat shows,15.820391811122999,26.807917559002362
1018,4,Alcoholic drink,Arts and music,Computers,18.67744289779674,5.7767724921011805
1019,4,Live events,Television programme,TV chat shows,11.551592778416461,32.77668109760239
1020,4,Television programme,Restaurants,Sports,1.5278660160334674,11.620241045526695
1021,3,Restaurants,Coffeehouses,Software,13.537213493061886,3.8590162010159403
1022,4,Films,Television programme,TV chat shows,16.46174547158378,31.101821221348523
1023,4,Arts and music,Pets,Vehicles,0.714371620825407,20.23360199543494
1024,5,Television programme,Restaurants,Photography,11.555187149706372,21.771857444679387
1025,5,Films,Games,Television programme,19.259137430027117,5.399987215003222
1026,5,Business,Restaurants,Coffeehouses,3.030243059185861,4.0461969765893055
1027,5,Restaurants,Arts and music,Computers,23.31942631967451,19.15606545411896
1028,4,Television programme,TV chat shows,Arts and music,2.179853708027254,4.9504628915945705
1029,4,Television programme,TV chat shows,Restaurants,14.019979485369266,9.277580248093974
1030,4,Music,Restaurants,Coffeehouses,12.883197754099779,29.178389659234934
1031,5,Television programme,Arts and music,Pets,0.6912383209109958,7.505467567835339
1032,4,Films,Restaurants,Arts and music,1.6520624567158713,36.157918404995044
1033,6,Restaurants,Travel,Sports,2.9882630593374175,8.974694495383144
1034,4,Television programme,Restaurants,Arts and music,33.92553601904572,8.2922192614162
1035,5,Television programme,TV chat shows,Restaurants,10.376055760244153,13.128519686768605
1036,4,Television programme,TV chat shows,Restaurants,6.839932402694334,1.1942350731723597
1037,5,Television programme,Restaurants,Sports,15.616341989111548,24.429048135689975
1038,5,Television programme,TV chat shows,Arts and music,2.555616314660319,8.215713580510812
1039,4,Television programme,Drinks,Restaurants,5.879164078436666,3.5920781024056954
1040,3,Music,Television programme,TV chat shows,12.565505422988936,14.866829543095086
1041,4,Television programme,Restaurants,Vehicles,10.279075145326852,5.917424971477235
1042,5,Restaurants,Travel,Consumer electronics,16.01853487345371,9.673403016184489
1043,5,Restaurants,Coffeehouses,Diners,13.967682674297524,3.7446756130744454
1044,5,Live events,Television programme,TV chat shows,16.407273778503225,24.182557786674074
1045,4,Drinks,Restaurants,Coffeehouses,13.877767726008905,2.849419345453935
1046,5,Television programme,Restaurants,Pets,14.489536339115217,9.279067568616089
1047,4,Television programme,Restaurants,Coffeehouses,13.171327485101134,19.691389362655652
1048,5,Music videos,Vehicles,Beauty,8.61007266245824,2.678292948446506
1049,3,Television programme,Restaurants,Consumer electronics,5.9528195269407655,16.947553546036247
1050,5,Television programme,Restaurants,Beauty,10.253760451202607,12.153808344713754
1051,4,Films,Television programme,TV chat shows,7.021046061617486,4.413836297525345
1052,4,Games,Television programme,Restaurants,19.720925893132303,11.499332355594891
1053,4,Television programme,Restaurants,Coffeehouses,14.638290400730948,18.80479888732298
1054,4,Television programme,Restaurants,Cosmetics,3.7365744930206732,19.002708492044107
1055,4,Restaurants,Computers,Computer memory,7.902911464529948,16.958965230172623
1056,5,Television programme,Pets,Birds,5.758635543989388,31.810016779586775
1057,4,Rock music,Television programme,TV chat shows,8.526814736520127,21.83140701435032
1058,5,Television programme,TV chat shows,TV comedies,7.782259338525978,1.452389244324788
1059,4,Television programme,Restaurants,Coffeehouses,15.630381050356272,15.809640724466028
1060,5,Video games,Music,Television programme,11.081135822686429,15.773428049312509
1061,5,Television programme,Restaurants,Coffeehouses,5.080543358977751,0.4187823520143166
1062,5,Restaurants,Coffeehouses,Politics and social issues,8.693365785795262,17.109786834366545
1063,5,Games,Vehicles,4x4s,3.64469855103527,10.604114353037101
1064,4,Games,Television programme,TV chat shows,5.0021349173770675,9.580704119858051
1065,5,Television programme,TV chat shows,TV comedies,20.896461142128146,27.282351158729007
1066,3,Family,Travel,Adventure travel,0.6319722773133254,7.572075112025922
1067,5,Rock music,Television programme,Restaurants,5.960182379923351,5.186374878052829
1068,3,Films,Television programme,TV chat shows,15.244048080904236,16.938376152748578
1069,5,Music,Restaurants,Coffeehouses,12.438918760770335,35.64084098227966
1070,3,Restaurants,Sports,Mobile phones,18.374343312256485,22.624395929043835
1071,5,Television programme,Restaurants,Coffeehouses,13.152600314462612,9.768944868709557
1072,3,Restaurants,Coffeehouses,Diners,5.669149395383935,25.190535423684626
1073,4,Television programme,TV chat shows,TV comedies,10.588127545092952,8.779740046413217
1074,2,Television programme,Arts and music,Acting,18.636555908941013,20.337765224150658
1075,0,Music,Television programme,TV chat shows,13.199140276013392,12.856523248074527
1076,4,Television programme,TV chat shows,TV comedies,20.76396465116394,23.669556914040335
1077,4,Films,Restaurants,Consumer electronics,9.499705336080304,17.392027077741485
1078,6,Politics and social issues,Vehicles,4x4s,15.387457137948783,9.000790135811823
1079,5,Personal finance,Television programme,TV chat shows,23.21564742354576,9.081993667917072
1080,4,Television programme,Restaurants,Travel,25.078140287095007,8.07168550113045
1081,5,Television programme,TV chat shows,Alcoholic drink,7.642436770391964,29.415320243356373
1082,4,Pop music,Television programme,Restaurants,3.346892226841919,38.62777959280182
1083,5,Television programme,TV chat shows,Restaurants,4.021081425440564,31.0118611501142
1084,4,Reading,Restaurants,Politics and social issues,3.858256619961102,22.973682566659242
1085,3,Music,Television programme,Restaurants,3.8015567712111045,29.31396581555655
1086,4,Television programme,Travel,Vehicles,15.7620754432801,0.2538585474523103
1087,5,Television programme,Restaurants,Politics and social issues,10.787860521333867,3.2285705859332676
1088,5,Television programme,TV chat shows,TV comedies,19.02941730235533,10.124963730145499
1089,4,Music,Food,Barbecue,10.459892972862013,3.0035899500577816
1090,5,Restaurants,Consumer electronics,Televisions,17.041328674747568,5.038373213712434
1091,1,Television programme,TV chat shows,Arts and music,0.27869755488205783,23.289901149279313
1092,4,Television programme,Friendship,Restaurants,8.02616277728914,14.927901156108403
1093,5,Vehicles,4x4s,Automobiles,16.810970160856193,21.805470805911387
1094,4,Pop music,Television programme,Restaurants,7.780146345546886,15.884651694867502
1095,5,Live events,Television programme,TV chat shows,15.462312040198938,19.035381653649207
1096,4,Television programme,Drinks,Coffee,15.899328956006137,23.166280878518492
1097,4,Television programme,TV chat shows,TV comedies,11.096205414326347,11.345826336983517
1098,5,Television programme,Restaurants,Politics and social issues,13.562421755363651,0.7928355380489229
1099,5,Television programme,Restaurants,Sports,11.515313521874564,14.148976274520559
1100,4,Films,Restaurants,Arts and music,14.53191506262326,8.49552941628587
1101,5,Television programme,TV chat shows,TV comedies,2.435949379917375,26.4467003670918
1102,5,Music,Television programme,Alcoholic drink,15.271726871670136,22.395365468740472
1103,4,Television programme,Restaurants,Vehicles,7.549670934439412,21.038307784309634
1104,5,Television programme,Restaurants,Vehicles,15.757470563179432,16.493462902974983
1105,4,Vehicles,4x4s,Automobiles,14.282350058925982,16.413298503913296
1106,4,Television programme,TV chat shows,TV comedies,16.660571315782775,39.78445924949511
1107,4,Television programme,Travel,Vehicles,18.773901260814384,7.13674188686788
1108,3,Music videos,Television programme,Restaurants,8.813540816996221,22.61685258553854
1109,3,Live events,Arts and music,Clothing,27.55326252779119,17.005929629074995
1110,5,Television programme,Restaurants,Consumer electronics,12.331240578193583,22.53356160803872
1111,5,Television programme,Restaurants,Vehicles,11.903193667034003,35.30671434566239
1112,4,Television programme,Restaurants,Vehicles,25.211263679149113,1.3932966334123584
1113,5,Pop music,Television programme,TV chat shows,4.768341534654572,13.625689823061126
1114,3,Television programme,TV chat shows,TV comedies,13.509978445567855,22.207810896331296
1115,5,Personal finance,Television programme,Arts and music,14.9019967914444,19.43535904698156
1116,5,Restaurants,Coffeehouses,Televisions,9.687577669776267,4.929241030922936
1117,4,Films,Video games,Software,16.209514017175856,10.052229304326811
1118,5,Television programme,TV chat shows,Restaurants,12.118981332677928,1.2097021543836188
1119,4,Television programme,TV chat shows,TV comedies,3.602401645439108,8.197981140503291
1120,3,Television programme,TV chat shows,TV comedies,5.670910964192165,18.379104072617338
1121,4,Television programme,Restaurants,Coffeehouses,4.374037731447487,17.17151466262261
1122,5,Television programme,TV chat shows,Restaurants,23.085010522339115,15.963025918165636
1123,4,Reading,Television programme,Restaurants,16.797535728869374,17.075816940198745
1124,5,Live events,Television programme,TV chat shows,6.752441061824779,3.5905469948828657
1125,5,Television programme,TV chat shows,TV comedies,4.324277488678175,7.158812074934103
1126,5,Television programme,TV chat shows,Restaurants,15.6552169114667,43.45805926561139
1127,3,Films,Music videos,Television programme,13.468378885610708,9.028833408271584
1128,4,Reading,Vehicles,4x4s,11.97821643824864,35.95578402950098
1129,4,Television programme,Travel,Vehicles,3.888766391938824,22.70752050547114
1130,4,Television programme,TV chat shows,TV comedies,10.513018242776296,0.6807354408865756
1131,4,Music,Television programme,TV chat shows,16.716337535903705,25.462541178622416
1132,5,Reading,Television programme,TV chat shows,26.311875338504265,6.918867073988768
1133,4,Reading,Food,Restaurants,17.786253217328,4.5511701622655085
1134,4,Television programme,TV chat shows,TV comedies,7.473187685908458,8.602070824561618
1135,5,Pop music,Television programme,TV chat shows,4.044677504170838,18.6798618986618
1136,6,Television programme,Restaurants,Sports,1.243159953301035,4.578485702897069
