4055,5,Television programme,Restaurants,Travel,1.489332864712365,5.126771734980373
4056,4,Food,Restaurants,Consumer electronics,16.343853684097084,11.998764840296733
4057,5,Television programme,Restaurants,Consumer electronics,2.7508058910909776,9.579414859171573
4058,5,Television programme,Arts and music,Pets,7.9507641934342805,18.590824359705817
4059,4,Television programme,Restaurants,Sports,8.515388334990643,23.84700768613974
4060,5,Television programme,Drinks,Restaurants,5.015066824866502,10.937813265500749
4061,4,Restaurants,Sports,Video games,15.8301889307811,4.749535668753559
4062,5,Television programme,TV chat shows,TV comedies,3.4992814226243683,14.404905341046053
4063,5,Restaurants,Coffeehouses,Diners,10.930023586018864,21.84376025062172
4064,4,Television programme,TV chat shows,TV comedies,10.05966853365634,5.92813175994427
4065,5,Friendship,Restaurants,Coffeehouses,2.5001542526502876,13.110625135075491
4066,4,Films,Reading,Books,9.35402975260792,0.7780575944003285
4067,3,Television programme,Restaurants,Consumer electronics,12.04526713112884,12.826188721359419
4068,4,Television programme,TV chat shows,TV comedies,3.6894493485595135,20.657267580645343
4069,3,Television programme,Restaurants,Sports,11.176886446598624,25.475640555840855
4070,3,Reading,Television programme,TV chat shows,18.685941392710642,16.61581050127869
4071,4,Television programme,Travel,Vehicles,18.66388828836741,1.0920882524999929
4072,4,Music,Restaurants,Coffeehouses,16.35214026979515,17.801811642068092
4073,5,Rock music,Politics and social issues,Travel,0.9855406363538162,16.236299793323447
4074,4,Films,Restaurants,Coffeehouses,16.110382406190386,15.209568850612662
4075,4,Films,Drinks,Vehicles,4.514043624986053,12.779910872402542
4076,5,Restaurants,Coffeehouses,Diners,8.71357117320142,6.711436652837603
4077,4,Television programme,Travel,Vehicles,14.069742533712633,10.236204169707312
4078,4,Music,Television programme,Restaurants,15.400940773963011,8.198297487524668
4079,4,Live events,Restaurants,Computers,15.92156893223697,11.239189704090078
4080,4,Live events,Television programme,Restaurants,4.052537386214077,11.862662932041808
4081,5,Television programme,Restaurants,Vehicles,23.836481766383116,13.964872337545987
4082,4,Television programme,Restaurants,Vehicles,27.69710855540569,24.049841761634326
4083,4,Television programme,Alcoholic drink,Beer,20.379098740166082,4.618957562769383
4084,5,Personal finance,Television programme,Restaurants,16.441380658680494,9.009768018613341
4085,4,Films,Vehicles,4x4s,3.4198313930390194,3.5646881376705544
4086,4,Television programme,TV chat shows,TV comedies,10.344165381370914,23.054879067398602
4087,5,Television programme,TV chat shows,TV comedies,2.840099482549731,17.197142762896195
4088,4,Television programme,TV chat shows,TV comedies,11.3605718969172,10.600377054624246
4089,5,Television programme,TV chat shows,TV comedies,10.783892748776058,41.80186674475799
4090,5,Television programme,Arts and music,Acting,4.747622113621841,0.5908713141852768
4091,3,Television programme,TV chat shows,Pets,0.6645647460702833,14.117435183072068
4092,5,Arts and music,Travel,Adventure travel,14.054211011352358,7.194779847858585
4093,4,Television programme,Restaurants,Beauty,12.020519625176167,36.23548901039666
4094,4,Vehicles,4x4s,Beauty,13.827851991696253,48.51008934444506
4095,4,Television programme,Restaurants,Coffeehouses,4.211807385860599,5.75270513400069
4096,5,Television programme,Home and garden,DIY,4.481394361136175,15.462818116926073
4097,4,Television programme,Restaurants,Vehicles,10.891898799239208,16.86128957904738
4098,5,Restaurants,Coffeehouses,Diners,7.985008654268414,18.286303085657213
4099,5,Television programme,Restaurants,Shopping,1.9010061887658614,13.543750291163345
4100,4,Video games,Restaurants,Coffeehouses,5.885878837031839,21.11051192757258
4101,4,Films,Music,Reading,14.214352111759146,30.964104017362565
4102,4,Television programme,TV chat shows,Arts and music,3.1217453440194127,19.57196340221029
4103,5,Reading,Television programme,Politics and social issues,12.062592769792387,6.361549601944259
4104,5,Films,Action films,Television programme,11.281515789155272,21.642773127361686
4105,3,Television programme,TV chat shows,TV comedies,0.1724676225409123,8.090333810043317
4106,4,Restaurants,Coffeehouses,Consumer electronics,14.00827831413664,20.200291599908205
4107,6,Music,Beauty,Beauty salons,9.73730138726991,13.337272669845573
4108,4,Television programme,TV chat shows,Food,3.1125299641961846,30.477417368776564
4109,3,Restaurants,Sports,Television programme,11.275579119866366,29.14895356517613
4110,5,Music,Television programme,TV chat shows,6.173350948804929,11.859741554933674
4111,4,Music,Television programme,Restaurants,5.335914856926209,8.055612879800071
4112,5,Vehicles,4x4s,Automobiles,18.98219182540633,17.733837802862368
4113,5,Music,Television programme,TV chat shows,10.172341779748349,0.5573788504984147
4114,3,Reading,Television programme,Restaurants,8.525023332375206,10.01483680185184
4115,4,Pop music,Television programme,Restaurants,9.152698413556505,24.288688328231743
4116,5,Television programme,TV chat shows,Restaurants,11.485197784048545,14.885376134565991
4117,4,Television programme,Restaurants,Sports,7.529126220665963,27.04669983667277
4118,4,Restaurants,Arts and music,Acting,7.570162267259013,4.814022839492738
4119,5,Television programme,TV chat shows,TV comedies,1.9646541697547173,23.169658489828514
4120,5,Television programme,Restaurants,Coffeehouses,4.469079185721781,7.880244017579322
4121,5,Music,Television programme,TV chat shows,3.348284379665407,0.7794757956893772
4122,4,Restaurants,Coffeehouses,Photography,5.447743176100631,13.050764950565691
4123,4,Pop music,Restaurants,Coffeehouses,1.1900921807923623,18.325295896403006
4124,4,Television programme,Restaurants,Shopping,13.295826746219584,32.5943823769508
4125,4,Restaurants,Coffeehouses,Arts and music,10.128586682303188,6.90167300183409
4126,5,Pop music,Vehicles,4x4s,10.284775747711784,16.52718353640752
4127,3,Television programme,TV chat shows,TV comedies,11.380646220698543,6.20704203356802
4128,4,Food,Travel,Sports,6.63566295700398,16.94887877212345
4129,5,Reading,Television programme,TV chat shows,12.012623381223516,26.503326317514517
4130,4,Television programme,Politics and social issues,Charity and causes,7.505630890740236,12.945432995577118
4131,5,Television programme,TV chat shows,Restaurants,10.798611133567496,27.797469126866552
4132,4,Restaurants,Travel,Software,7.5859877498235715,14.519178252148354
4133,4,Live events,Television programme,TV chat shows,3.7948858464131447,24.561772700750854
4134,4,Television programme,TV chat shows,Arts and music,6.850999030542899,19.803700428721733
4135,4,Vehicles,4x4s,Automobiles,12.071797834308587,26.639789164765595
4136,5,Restaurants,Consumer electronics,Music,4.844914869924508,1.1482262666756373
4137,4,Television programme,TV chat shows,TV comedies,10.958554868823134,18.407896648892898
4138,4,Television programme,TV chat shows,Restaurants,7.216972741098145,11.211774511816236
4139,3,Television programme,TV chat shows,TV comedies,6.7128272996225675,11.368382516052664
4140,4,Games,Restaurants,Computers,14.827607856241894,11.134746593443303
4141,5,Television programme,Restaurants,Photography,15.307808415630515,15.555288960497062
4142,4,Travel,Vehicles,4x4s,15.777065960071923,19.69136528869013
4143,4,Restaurants,Coffeehouses,Diners,0.11944146051239102,26.41073047935676
4144,4,Television programme,Restaurants,Consumer electronics,14.047805087285074,14.87118936392353
4145,5,Games,Music,Television programme,8.42981769254072,14.51987619683518
4146,5,Restaurants,Photography,Sports,9.098173306445927,2.229580500543607
4147,4,Restaurants,Software,Tablet computers,10.18852690553538,30.07565783717478
4148,3,Video games,Restaurants,Politics and social issues,3.970122912684272,7.517615342105812
4149,5,Games,Reading,Television programme,2.7467083006511768,5.763283869130953
4150,4,Sales,Films,Television programme,4.221219877491929,26.08784741828541
4151,4,Television programme,TV chat shows,TV comedies,0.7173936976403112,20.986942448344028
4152,4,Restaurants,Travel,Adventure travel,21.073690783840618,20.18029891972315
4153,5,Music,Television programme,TV chat shows,10.942403787822396,22.65953514187119
4154,4,Restaurants,Sports,Television programme,18.40476810774104,7.589764839780802
4155,5,Pets,Vehicles,4x4s,18.585314819545438,4.426971927587266
4156,4,Games,Television programme,TV chat shows,0.8086143299390756,3.209563625404501
4157,4,Games,Television programme,TV chat shows,10.615966941843695,6.475755457264961
4158,4,Television programme,Restaurants,Vehicles,3.090584693747826,14.574203166890145
4159,4,Games,Pop music,Television programme,4.151907442563393,31.360358358348698
4160,5,Television programme,Restaurants,Pets,2.4299021045143316,27.865137716513324
4161,3,Television programme,TV chat shows,TV comedies,10.66333441289582,29.704834672238405
4162,4,Live events,Television programme,TV chat shows,7.6318021272589025,12.962756442854811
4163,5,Films,Music,Television programme,5.9840033062417515,20.42344562990509
4164,4,Reading,Drinks,Restaurants,2.793835529785217,16.39740259677621
4165,4,Television programme,TV chat shows,TV comedies,9.110280916995796,1.9271910032054134
4166,4,Television programme,TV chat shows,Restaurants,14.596197751454742,21.52750966050945
4167,5,Television programme,Drinks,Pets,8.593427441520527,3.1490028593882524
4168,5,Television programme,TV chat shows,TV comedies,16.789655618097054,18.099988419107458
4169,3,Television programme,TV chat shows,TV comedies,17.353362095257047,12.18424667457297
4170,5,Music,Television programme,Restaurants,18.1172554966289,14.473484786875002
4171,4,Reading,Restaurants,Travel,19.9049558584393,23.108732761309675
4172,5,Television programme,TV chat shows,Politics and social issues,12.187360254737536,2.0754939850556475
4173,5,Television programme,TV chat shows,TV comedies,9.482135968225016,22.59150939311649
4174,5,Drinks,Restaurants,Travel,7.7615515652506755,6.6328890545004695
4175,5,Television programme,Restaurants,Beauty,1.561965677750102,30.680443144574745
4176,4,Games,Vehicles,4x4s,9.930577330488335,10.500086412838264
4177,6,Television programme,Restaurants,Beauty,11.457642358608911,22.239865861325946
4178,4,Television programme,Restaurants,Travel,17.208412932652237,18.27490422724879
4179,3,Rock music,Vehicles,4x4s,18.473011228181935,31.203070407626605
4180,5,Television programme,TV chat shows,TV comedies,14.704997665603333,7.758110052824427
4181,6,Television programme,Restaurants,Coffeehouses,9.531099482074534,33.89209676402525
4182,4,Films,Restaurants,Coffeehouses,3.8058575426648478,12.983575885155759
4183,4,Television programme,Family,Fatherhood,11.967104596517807,22.875452912402327
4184,5,Sales,Television programme,Restaurants,9.093957967191628,28.467499585592094
4185,4,Restaurants,Computers,Computer memory,5.541962700900962,12.050139805645482
4186,4,Television programme,TV chat shows,TV comedies,4.57680717166313,23.206681710935246
4187,5,Films,Television programme,Restaurants,5.566366603373955,25.766287977524335
4188,4,Restaurants,Sports,Television programme,6.962670668318555,13.710758004787225
4189,5,Reading,Restaurants,Coffeehouses,12.591956121565106,26.08053269034012
4190,4,Restaurants,Coffeehouses,Diners,7.4046271694503,37.24590323935781
4191,4,Television programme,Photography,Sculpture,10.073708443614956,14.750260368033423
4192,4,Television programme,TV chat shows,TV comedies,17.339158706812043,10.59573704008862
4193,4,Films,Television programme,Family,10.011343687341373,27.378686050926028
4194,5,Restaurants,Pets,Birds,15.632221914653208,9.280442278544552
4195,5,Personal finance,Television programme,TV chat shows,10.179520236791388,37.333225347171954
4196,4,Films,Television programme,Restaurants,14.358304559882736,1.6700816494471784
4197,4,Vehicles,4x4s,Automobiles,21.977376349702524,6.258763370360006
4198,3,Television programme,TV chat shows,TV comedies,8.119633795325026,11.429365794837643
4199,4,Arts and music,Vehicles,4x4s,18.242792496012818,26.917207592529248
4200,5,Television programme,TV chat shows,Restaurants,8.952296744147846,35.604765836205026
4201,3,Food,Restaurants,Coffeehouses,0.35390083631099145,10.24515655390084
4202,4,Personal finance,Games,Sports,2.869439566871727,11.738714974265168
4203,4,Television programme,TV chat shows,TV comedies,3.8848118686218864,3.0571336784371486
4204,0,Music,Restaurants,Coffeehouses,5.803511452474433,23.002541863747307
4205,4,Live events,Music,Vehicles,13.554381241451884,23.027275762588218
4206,4,Restaurants,Computers,Computer memory,3.686380765048024,22.806134814426365
4207,4,Games,Friendship,Vehicles,9.4873691409372,21.545014180067476
4208,5,Television programme,Drinks,Photography,17.314835856684795,21.559327464873505
4209,4,Television programme,Restaurants,Sports,6.797494042546507,15.719935836571928
4210,5,Television programme,Restaurants,Travel,10.541186433940373,24.373205071218912
4211,5,Restaurants,Sports,Live events,4.09760754759416,15.77378148035322
4212,5,Television programme,Restaurants,Beauty,11.60118706396281,17.60232603022243
4213,3,Television programme,TV chat shows,TV comedies,16.9694438346569,32.95729920182101
4214,4,Reading,Television programme,TV chat shows,0.8383998145385636,11.3214831934127
4215,5,Restaurants,Coffeehouses,Diners,19.58541851557133,2.6810501380546565
4216,3,Television programme,Travel,Adventure travel,14.429204514118016,3.8102025757548716
4217,5,Television programme,TV chat shows,TV comedies,14.365781999323573,17.464055088122723
4218,4,Television programme,TV chat shows,TV comedies,3.3816322471254514,8.873509304820782
4219,4,Live events,Television programme,TV chat shows,11.119992235139197,21.755588389693052
4220,5,Live events,Reading,Television programme,9.839862527054796,9.539586871552121
4221,4,Music,Television programme,Restaurants,24.739687523344507,40.26585149349081
4222,5,Games,Food,Restaurants,14.845509060316454,12.82529307025834
4223,4,Television programme,TV chat shows,TV comedies,2.7439322713677017,15.04668146716524
4224,5,Restaurants,Politics and social issues,Charity and causes,14.97120758153573,2.239935552761775
4225,5,Television programme,TV chat shows,Restaurants,13.406836946331879,33.882238669723975
4226,4,Food,Vehicles,4x4s,1.9925380417545924,28.71489906230738
4227,5,Restaurants,Coffeehouses,Diners,2.3099328719135936,14.332166692054813
4228,3,Restaurants,Coffeehouses,Diners,8.490438910796865,13.839167331229506
4229,5,Films,Television programme,TV chat shows,20.13177198066705,15.00186626621402
4230,3,Travel,Vehicles,4x4s,17.95257792366753,15.53222279180527
4231,3,Vehicles,4x4s,Automobiles,16.404177750313295,1.932955022089196
4232,5,Television programme,TV chat shows,TV comedies,10.482710659138023,16.77922992106844
4233,5,Rock music,Restaurants,Coffeehouses,10.192883330960266,1.0848162569033395
4234,4,Television programme,TV chat shows,Travel,21.39775207653163,8.676088253907107
4235,3,Reading,Restaurants,Coffeehouses,10.025969515791683,36.63769915164242
4236,4,Games,Live events,Shoes,10.107824436759826,22.28179571842749
4237,4,Restaurants,Coffeehouses,Diners,2.181312180849475,5.547310464347952
4238,4,Television programme,Restaurants,Beauty,3.785392980045918,32.62442538268041
4239,4,Television programme,Restaurants,Shopping,5.303623565569272,18.266598964118717
4240,4,Games,Television programme,TV chat shows,12.237949990425165,15.235577352360105
4241,3,Television programme,TV chat shows,TV comedies,2.125612394645456,5.697313816043646
4242,4,Music,Television programme,Arts and music,21.846948194274603,32.23050114338954
4243,4,Films,Television programme,Drinks,1.4895645291320587,17.5369759013597
4244,4,Television programme,TV chat shows,TV comedies,13.698340678737281,27.283583564178166
4245,5,Sales,Restaurants,Travel,2.203932293764397,16.443606921301566
4246,3,Video games,Automobiles,Beauty,3.070258957715656,14.85330192885133
4247,4,Films,Television programme,TV chat shows,6.201982431340834,26.51376674694506
4248,3,Television programme,Restaurants,Coffeehouses,12.510759692914128,3.4285999886565417
4249,3,Television programme,Restaurants,Sports,27.17894050878313,18.2302158855812
4250,4,Television programme,Drinks,Pets,11.771141406179735,17.957573418760223
4251,3,Television programme,Restaurants,Arts and music,2.6481854696340568,19.572340261002964
4252,5,Restaurants,Coffeehouses,Diners,6.341939702310881,20.467025760291143
4253,5,Television programme,Drinks,Restaurants,22.566043916573694,1.4840549819303277
4254,3,Television programme,TV chat shows,TV comedies,4.98295639838564,20.80911273216666
4255,3,Television programme,TV chat shows,Travel,17.657345445498073,26.11572042986828
4256,5,Business,Restaurants,Coffeehouses,15.729191347905537,24.68510561882512
4257,5,Politics and social issues,Vehicles,4x4s,12.057073085574057,27.658759275765288
4258,5,Vehicles,4x4s,Automobiles,23.61940112876406,26.858389737605627
4259,4,Games,Reading,Restaurants,3.997898507404228,0.76592930692407
4260,5,Television programme,TV chat shows,TV comedies,20.97760906356111,22.853588584725813
4261,4,Music,Television programme,TV chat shows,10.56069115626159,49.409111343505344
4262,5,Television programme,Travel,Vehicles,12.551262088094667,26.053725812378445
4263,3,Television programme,TV chat shows,TV comedies,15.43220016203825,15.259012378809933
4264,5,Television programme,TV chat shows,TV comedies,11.560674016315497,20.723921317031678
4265,3,Films,Rock music,Television programme,0.8414493686052023,16.930034730803747
4266,4,Television programme,Restaurants,Vehicles,19.29637237360508,21.98256549521458
4267,5,Television programme,TV chat shows,Restaurants,8.213219231392559,24.731788652670666
4268,5,Television programme,Restaurants,Mobile phones,8.3835472054156,16.32100920795446
4269,5,Music,Restaurants,Coffeehouses,7.490430842826673,20.744212882126213
4270,3,Television programme,TV chat shows,TV comedies,5.618437111653581,35.01489715451033
4271,5,Television programme,TV chat shows,TV comedies,15.076058996419222,37.438828457102744
4272,5,Drinks,Restaurants,Computers,12.019312072301638,12.62641542962044
4273,4,Films,Music,Television programme,7.491586319433229,4.338144625722341
4274,3,Films,Television programme,TV chat shows,13.38599535304805,25.29241753371747
4275,5,Films,Music,Television programme,19.4218130174037,35.776449613956665
4276,3,Business,Restaurants,Coffeehouses,20.778180372709826,24.55632214625637
4277,3,Home and garden,Pets,Politics and social issues,7.950176789213051,9.962845807372751
4278,5,Television programme,TV chat shows,Restaurants,10.824726007126484,43.85827564670582
4279,3,Television programme,TV chat shows,TV comedies,3.3303952237408794,16.94120723424105
4280,5,Television programme,TV chat shows,Home and garden,1.0117069133112775,7.019202195027085
4281,4,Restaurants,Coffeehouses,Diners,5.187453996745648,7.14321104292124
4282,4,Television programme,Restaurants,Vehicles,11.44607992167465,28.191064438128052
4283,4,Television programme,Alcoholic drink,Drinks,20.32771760104997,33.89574719412949
4284,5,Restaurants,Mobile phones,Portable media players,10.57765600750626,17.919342774693085
4285,4,Television programme,Arts and music,Acting,20.264950479430276,24.609939945946348
4286,4,Television programme,Restaurants,Arts and music,7.927123210160114,18.32810724622627
4287,4,Television programme,Drinks,Arts and music,2.4834912824594184,15.238369278390103
4288,5,Television programme,Restaurants,Coffeehouses,8.986731901944962,9.381458872812562
4289,5,Music videos,Television programme,TV chat shows,2.5593927736325,11.284182464511405
4290,4,Restaurants,Arts and music,Televisions,7.235944827812098,22.921362892674765
4291,4,Restaurants,Football,Golf,3.634720633269499,8.377119048641344
4292,4,Restaurants,Coffeehouses,Diners,13.698566301647594,2.262733863634592
4293,5,Television programme,TV chat shows,TV comedies,5.687217098347514,2.883432969568089
4294,4,Music,Restaurants,Coffeehouses,5.872202008912319,28.60001903507741
4295,5,Films,Home and garden,Pets,14.736413399002519,20.135843181907283
4296,5,Friendship,Restaurants,Coffeehouses,15.077285235875891,19.51401402607575
4297,4,Films,Reading,Shoes,10.736692813208874,18.91390438088748
4298,3,Films,Music,Vehicles,14.710293323788433,11.906741675437237
4299,4,Television programme,Pets,Birds,4.484228792015771,28.439859770366652
4300,4,Television programme,Restaurants,Vehicles,6.449877337609595,4.395458170274388
4301,4,Music,Restaurants,Software,1.608498092122744,8.55616978070951
4302,4,Alcoholic drink,Arts and music,Football,21.364984075597704,18.2417687847788
4303,5,Restaurants,Consumer electronics,Television programme,4.927162259662214,15.632109496940762
4304,3,Television programme,Restaurants,Vehicles,12.085404106460256,19.867031984353943
4305,4,Music,Restaurants,Coffeehouses,2.6888788961100776,7.439037807984991
4306,4,Games,Video games,Live events,11.717063588514177,5.202582752117031
4307,4,Pop music,Television programme,Restaurants,13.110717221940785,36.87389528974674
4308,5,Drinks,Restaurants,Coffeehouses,4.706525886269053,16.833239314117893
4309,1,Television programme,Restaurants,Cosmetics,9.61446972449304,11.5738475991422
4310,4,Food,Vehicles,4x4s,5.470999894926506,22.075096657476426
4311,4,Television programme,TV chat shows,Restaurants,16.443942144185907,30.139733171132534
4312,5,Television programme,TV chat shows,TV comedies,11.346150964577888,14.855457184703374
4313,4,Music,Television programme,TV chat shows,12.51677960105821,14.949783048156222
4314,5,Television programme,Restaurants,Shopping,15.87766817298488,2.959117653236392
4315,4,Television programme,Restaurants,Vehicles,11.5338299295491,18.969887869962307
4316,4,Television programme,Restaurants,Sports,9.50366912803769,5.1412575045164886
4317,4,Television programme,TV chat shows,TV comedies,6.409776819443049,29.06307882050697
4318,4,Restaurants,Coffeehouses,Diners,11.857337947066139,15.413486674293306
4319,4,Politics and social issues,Sports,Computers,10.177260244197345,26.8565166345911
4320,4,Music,Television programme,Alcoholic drink,7.430446306634765,6.423653089606846
4321,4,Films,Restaurants,Pets,22.52642395300203,5.555164567542608
4322,5,Restaurants,Coffeehouses,Diners,12.473896722644596,19.852645352773145
4323,4,Restaurants,Computers,Computer memory,3.4790420744673787,37.61134746940358
4324,4,Television programme,TV chat shows,TV comedies,9.376262468588315,5.896155202361525
4325,4,Television programme,TV chat shows,Restaurants,7.097294508950235,39.12250206880391
4326,4,Live events,Television programme,TV chat shows,9.191699415537968,7.334349276128199
4327,4,Restaurants,Consumer electronics,Video games,5.136581775371055,5.746390998620109
4328,5,Music,Television programme,Family,15.475749003078455,14.797759609290924
4329,4,Restaurants,Coffeehouses,Diners,9.511271520639806,20.88191779144367
4330,4,Television programme,TV chat shows,TV comedies,16.814812211797797,6.703028725622154
4331,4,Live events,Restaurants,Travel,19.24448220061728,8.71604674346862
4332,4,Politics and social issues,Travel,Vehicles,2.882332620867703,5.889561979648972
4333,5,Music,Online shopping,Sports,12.257659012289388,19.872587503724887
4334,3,Television programme,Restaurants,Sports,11.623594641868138,25.581610861216298
4335,5,Sales,Games,Restaurants,15.678259028630578,44.1605630460424
4336,3,Restaurants,Coffeehouses,Diners,14.696411318035828,1.6858128004411128
4337,4,Television programme,Arts and music,Acting,1.0982581897304158,12.41848006489743
4338,5,Games,Television programme,TV chat shows,18.38648953313144,19.055636264544315
4339,3,Restaurants,Coffeehouses,Diners,7.930911643143035,23.621051078268458
4340,4,Television programme,TV chat shows,Pets,18.068626600808557,20.009271211347503
4341,3,Television programme,Restaurants,Sports,7.188443679205788,13.76937967379015
4342,4,Video games,Travel,Vehicles,21.514873445930316,6.1691161628027835
4343,5,Restaurants,Coffeehouses,Diners,3.031706896134243,2.5283267140777212
4344,5,Restaurants,Travel,Adventure travel,7.9808344953894075,26.817180607080545
4345,4,Television programme,TV chat shows,TV comedies,1.2109265442305457,24.05012833295008
4346,4,Television programme,Restaurants,Photography,15.01581413020143,17.90787247806306
4347,5,Drinks,Restaurants,Coffeehouses,1.6317690107959688,6.77098289466645
4348,5,Television programme,TV chat shows,TV comedies,10.564832331077922,21.40014680337653
4349,4,Restaurants,Coffeehouses,Diners,5.530987634543044,10.667865915171992
4350,4,Restaurants,Computers,Computer memory,11.75374662996095,15.40621883933739
4351,4,Music,Television programme,Restaurants,9.071185483271655,0.34075897642877173
4352,3,Video games,Television programme,TV chat shows,14.170408675008051,5.990397384791278
4353,5,Games,Television programme,Restaurants,10.06220393406389,18.15374185800722
4354,4,Food,Restaurants,Coffeehouses,11.600466631433388,18.329104348859325
4355,5,Television programme,TV chat shows,TV comedies,15.234172669837152,10.601866257760552
4356,5,Television programme,Restaurants,Vehicles,15.54282553317249,9.737841200956375
4357,4,Television programme,TV chat shows,TV comedies,15.044532026418793,3.5818608597918598
4358,5,Restaurants,Coffeehouses,Diners,8.345451854730596,23.686212932587
4359,5,Television programme,TV chat shows,Pets,9.146039314459989,3.196284595126185
4360,4,Television programme,Restaurants,Politics and social issues,11.503432150809074,25.749030735751212
4361,5,Television programme,Restaurants,Televisions,5.442204788192831,0.3514036175948334
4362,5,Music,Television programme,TV chat shows,12.778501416712594,6.788720435946655
4363,4,Television programme,Drinks,Coffee,12.759059667185916,7.119714846179528
4364,4,Music,Television programme,Restaurants,8.557260221207217,36.70548811971548
4365,3,Video games,Television programme,Restaurants,4.6610433979852335,15.936583387221052
4366,4,Restaurants,Travel,Consumer electronics,16.097883035990183,18.943297228213297
4367,5,Drinks,Restaurants,Coffeehouses,14.988849267409734,17.78157218747892
4368,4,Television programme,Restaurants,Vehicles,12.442433693011093,19.317994049931777
4369,4,Rock music,Television programme,Restaurants,1.7068468611207122,18.383149038389902
4370,5,Live events,Restaurants,Coffeehouses,4.23892165165004,34.985543387433715
4371,6,Music,Television programme,TV chat shows,13.24212179722316,7.992725178513107
4372,4,Reading,Television programme,TV chat shows,12.56624833721729,37.173396495215094
4373,4,Vehicles,4x4s,Automobiles,11.777283395949555,20.152387884881605
4374,4,Television programme,Drinks,Restaurants,6.994395289039444,15.32611098856455
4375,4,Films,Music,Television programme,11.973841824595816,31.442393331247295
4376,5,Restaurants,Coffeehouses,Diners,13.081524171506935,5.206460272628384
4377,4,Restaurants,Politics and social issues,Charity and causes,10.098552739074988,18.39358450267001
4378,4,Restaurants,Football,Golf,11.608047457503444,18.501884315503517
4379,4,Films,Television programme,Restaurants,14.571744655982346,21.889457152922116
4380,4,Television programme,TV chat shows,TV comedies,7.376429046650408,24.536041298260532
4381,5,Pop music,Restaurants,Coffeehouses,17.656150943242555,12.042220508866468
4382,5,Vehicles,4x4s,Automobiles,1.124757061756224,4.495175392198012
4383,5,Television programme,TV chat shows,Restaurants,7.81861459315496,29.24400981533035
4384,4,Television programme,Restaurants,Football,9.977777794442103,5.828760461563885
4385,3,Television programme,Restaurants,Fashion accessories,13.907251510819371,26.87048903207335
4386,4,Television programme,TV chat shows,Restaurants,14.219078800184942,6.238197865623849
4387,4,Restaurants,Coffeehouses,Diners,5.427043046599505,8.19815494374661
4388,4,Games,Television programme,TV chat shows,8.38751036706498,8.076189627100712
4389,4,Pop music,Television programme,Consumer electronics,23.381292025264337,7.630275993376071
4390,4,Films,Restaurants,Coffeehouses,7.8597387728406085,28.082810624165845
4391,5,Games,Restaurants,Coffeehouses,9.998186542625248,33.42356273601808
4392,3,Music,Television programme,Restaurants,12.767339042397294,18.70321542745514
4393,4,Business,Television programme,Restaurants,8.419258810047573,23.630325828212023
4394,4,Reading,Television programme,Restaurants,8.547939917700827,0.021120977674339514
4395,4,Music,Beauty,Clothing,14.911059500499695,28.386606509732786
4396,4,Restaurants,Coffeehouses,Diners,13.36372936441251,27.214283546262497
4397,5,Television programme,TV chat shows,Arts and music,6.527395029573863,6.327313785795532
4398,4,Television programme,TV chat shows,TV comedies,20.88765359274435,16.70238145911356
4399,4,Television programme,TV chat shows,TV comedies,13.718661420936378,21.028525449029864
4400,1,Television programme,TV chat shows,TV comedies,1.6360989473411003,1.2735059443590977
4401,5,Television programme,TV chat shows,Restaurants,3.8402063755743088,7.4104422177976605
4402,3,Music,Blues music,Television programme,7.278874993440976,3.888245370296355
4403,3,Music,Television programme,Family,15.810261759933697,0.9100677860988888
4404,4,Television programme,TV chat shows,TV comedies,9.947145446185612,4.084826258034518
4405,5,Television programme,TV chat shows,TV comedies,9.017786898449728,0.1386318826823718
4406,5,Television programme,Restaurants,Sports,17.386357771632,6.3521263604253075
4407,3,Photography,Vehicles,4x4s,12.80031704003141,3.9760698708709707
4408,3,Television programme,Politics and social issues,Charity and causes,9.590903402492986,17.24578269209572
4409,4,Restaurants,Arts and music,Consumer electronics,6.118434670895105,14.705162638481521
4410,5,Television programme,Drinks,Restaurants,5.201760361045423,15.618886640758376
4411,5,Television programme,TV chat shows,TV comedies,16.559945931670686,20.599954353761028
4412,4,Television programme,TV chat shows,TV comedies,4.163566589212406,6.4702214152239925
4413,5,Sales,Television programme,TV chat shows,6.183309938691623,25.27820319585203
4414,5,Music,Restaurants,Coffeehouses,15.172722889407876,21.82153115660686
4415,4,Reading,Television programme,TV chat shows,5.05107981279682,17.802435171654285
4416,3,Films,Television programme,Restaurants,12.407285897986672,20.594997370597248
4417,5,Music,Vehicles,4x4s,14.083633242146245,17.40774616860108
4418,4,Television programme,Politics and social issues,Charity and causes,0.6151338594890206,33.31463140732634
4419,4,Restaurants,Coffeehouses,Diners,17.2504497884723,28.6187531232207
4420,3,Television programme,Restaurants,Travel,2.1564933595337052,10.079199033677803
4421,4,Vehicles,4x4s,Automobiles,4.1983762624392655,10.588380030673733
4422,4,Restaurants,Coffeehouses,Diners,1.5820496281099938,16.349018046824234
4423,4,Television programme,TV chat shows,TV comedies,25.160364977314416,13.745080178748657
4424,4,Games,Television programme,TV chat shows,18.009956492903648,13.481323267034977
4425,4,Music videos,Television programme,Restaurants,15.016347144463776,37.499277924587496
4426,4,Food,Restaurants,Coffeehouses,7.595107862875996,11.298583403080784
4427,5,Television programme,TV chat shows,Arts and music,17.80510727728768,22.938382936393374
